,Home->Tools->Power tools->Power tool accessories->Saw blades & accessories,Power tools,Atlas Uni Turbo 300mm,For the cutting of building materials,https://www.homebase.co.uk/atlas-uni-turbo-300mm_p488728,48.49,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1f88686f-8d98-422d-9598-a750109577ba.jpg,Unnamed: 7,488728
3606,"Home->Tools->Power tools->Drills->Cordless drills, skins & kits->Cordless drills",Power tools,Makita DHP459RMJ Brushless 18v LXT Combi Drill,"Model DHP459 Cordless Hammer Driver Drill has been developed specially for light to medium duty drilling and fastening applications. This model is equipped with a basic BLDC motor (BrushLess DC motor) specially designed to provide, above all, more work amount on a single full battery charge.",https://www.homebase.co.uk/makita-dhp459rmj-brushless-18v-lxt-combi-drill_p398186,285.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ca3ab00f-ec4c-4ef5-baf4-5aa25caf3e68.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3e6db1c0-2879-45a5-b625-c5ef20f6fc7f.jpg",,398186
3607,Home->Bathrooms & Plumbing->Bathroom furniture suites->Rio range->Stone grey->Wall hung,Bathroom furniture suites,Balterley Rio 500mm Wall Hung Single Drawer Vanity With Basin 2 - Stone Grey,This elegant stone grey finish compliments any modern bathroom to create a designer look.,https://www.homebase.co.uk/balterley-rio-500mm-wall-hung-single-drawer-vanity-with-basin-2-stone-grey_p502374,200.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5bd55553-8c28-4669-b8ec-a9b1f9bad660.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/463206e6-af09-45ea-b245-002b09930496.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/51c998c4-6c54-401e-9a8c-4e8bd0198fab.jpg",,502374
3608,Home->Paint & Decorating->Paint->Interior paint->Emulsion paint->Grey paint->Standard emulsion->2.5L,Paint,Farrow & Ball Estate No.26 Down Pipe - Matt Emulsion Paint - 2.5L,Farrow and Ball Estate Emulsion Paint has a chalky matt finish and unrivalled depth of colour. It is environmentally friendly with minimal VOCs.,https://www.homebase.co.uk/farrow-ball-estate-no-26-down-pipe-matt-emulsion-paint-2-5l_p813253,46.5,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5e22b229-54e1-432e-8082-0d3eb0073fd4.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/36f1e736-07ac-4450-a8ba-21f4bcba330b.jpg",,813253
3609,Home->Bathrooms & Plumbing->Bathroom furniture suites->Dynamic range->Natural oak,Bathroom furniture suites,Balterley Dynamic 600mm Wall Hung Compact Vanity Unit with Basin - Natural Oak,The calming effect of this natural oak unit creates seamless contrast with our range of polymarble basins.,https://www.homebase.co.uk/balterley-dynamic-600mm-wall-hung-compact-vanity-unit-with-basin-natural-oak_p503809,180.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b3a5cdd3-e0e4-4ea6-8b08-d79d3532b582.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/799c2faf-0a4b-4bc3-ba83-bff2758e1650.jpg",,503809
3610,Home->Building & Hardware->Doors & door furniture->Interior doors->Glazed,Doors & door furniture,Amsterdam Internal Glazed Primed White 3 Lite Door - 838 x 1981mm,"A refined white interior door with a premium finish. Amsterdam features three glazed panels, trimmed with decorative beading, for a look that blends classic elegance with modern style. Prefinished, you can choose this door for effortless ease. It's ready to hang, without the need for you to treat or finish it. Glazing allows light in, so this simply styled door will help living spaces to remain bright and airy.",https://www.homebase.co.uk/amsterdam-internal-glazed-primed-white-3-lite-door-838-x-1981mm_p497233,265.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/15477d72-ae5b-40e7-94c9-559ddcbba238.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/34169b45-d678-41f2-89f5-97ca402be2e1.jpg",,497233
3611,"Home->Kitchens->Kitchen worktops->Solid surface worktops->Maia->Lava->Worktops, islands & breakfast bars->42mm",Kitchen worktops,Maia Lava Kitchen Worktop C End - 360 x 65 x 4.2cm,Lava features a mid grey tone with speckles of brown to give the impression of natural stone - a perfect topper for traditional white cupboards.,https://www.homebase.co.uk/maia-lava-kitchen-worktop-c-end-360-x-65-x-4-2cm_p143449,959.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ece2c501-77bb-47e3-9c43-e9f009858e62.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/86325689-0536-45a9-a964-412814223b2a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d6660f8d-db62-48f2-afe1-cc7a4bcd6fc1.jpg",,143449
3612,Home->Building & Hardware->Doors & door furniture->Exterior doors->Front,Doors & door furniture,Chesham External Glazed Unfinished Oak 1 Lite Part L Compliant Door - 838 x 1981mm,"An elegant external door, the Chesham warmer door is Part L compliant for energy efficiency. Blending traditional style with modern practicality, it features part obscured double glazed panels with groove detail for a classic look. A dowelled construction assures you of a strong, quality build. A great look for a country Cottage or period-style home, for a stylish update that will last.",https://www.homebase.co.uk/chesham-external-glazed-unfinished-oak-1-lite-part-l-compliant-door-838-x-1981mm_p497896,299.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cc0dc438-4a81-4070-89d8-da4c732b7c6b.jpg,,497896
3613,Home->Bathrooms & Plumbing->Bathroom furniture suites->Saint range,Bathroom furniture suites,Balterley Saint 400mm Wall Hung 1 Door Vanity and Basin - Gloss White,High gloss contemporary unit for smaller spaces.,https://www.homebase.co.uk/balterley-saint-400mm-wall-hung-1-door-vanity-and-basin-gloss-white_p503506,110.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/905021bf-5df5-4be4-9b25-f61565cf4a30.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/79a175c7-b79c-460c-b337-210d397ef4d5.jpg",,503506
3614,Home->Kitchens->Kitchen worktops->Solid surface worktops->Minerva->Copper fleck,Kitchen worktops,Minerva Copper Fleck Kitchen Worktop - 150 x 60 x 2.5cm,"A full 2.5cm thickness kitchen worktop with colour throughout, providing a luxurious finish and robust performance. Edging not required.",https://www.homebase.co.uk/minerva-copper-fleck-kitchen-worktop-150-x-60-x-2-5cm_p380527,529.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d06269e6-ce02-4c1c-a98c-704ccc56ba9a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2cce91b8-6e4b-4108-8996-6d10709b4b08.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9b7453d4-da6e-468b-aaee-dee6a8cb0fd3.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2fb9a8fa-b3d6-4be0-9fa8-976d04cd2e6d.jpg",,380527
3615,"Home->Tools->Power tools->Drills->Cordless drills, skins & kits->Cordless drills",Power tools,AEG 18V SDS Rotary Hammer Drill,"This AEG 18v rotary hammer drill with 3 mode selector allows for powerful hammer drilling, standard drilling and chipping. A fourth chisel rotate feature allows you to position the chisel to the correct position. ",https://www.homebase.co.uk/aeg-18v-sds-rotary-hammer-drill_p389785,148.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a1ea716b-90ff-460a-9cc7-3aca3bdb90be.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/94591570-ab13-4327-8339-24a5e516d2af.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/da2dbd8b-9e6d-4f3d-a464-83c2a56eb69a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/25671610-9155-4382-9d9b-d5e40fc25ac3.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/dab453d6-2e95-410e-9743-b6ca0b364df9.jpg",,389785
3616,Home->Tools->Power tools->Power tool accessories->Drill & driver bits,Power tools,Stanley SDS Drill Bit 25 x 450mm - STA54227-QZ,"Stanley SDS plus drill bit designed for drilling into house brick, masonry, concrete, natural stone and other similar hard materials.",https://www.homebase.co.uk/stanley-sds-drill-bit-25-x-450mm-sta54227-qz_p315408,27.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/10f3d896-7cc8-4d10-9d96-b7ce89c3e7e3.jpg,,315408
3617,Home->Kitchens->Kitchen worktops->Solid surface worktops->Maia->Vulcano->Sink modules->28mm,Kitchen worktops,Maia Vulcano Kitchen Sink Worktop - Universal 1.5 Duo Bowl - 180 x 60 x 2.8cm,"Vulcano is the most popular surface in the Maia range. Lightly coloured flecks are scattered across the surface, adding depth and contrast against a dark background. The stainless 1.5 duo bowl can be installed in a right or left hand orientation and features a full size bowl and a half size bowl, both mounted under your kitchen worktop.",https://www.homebase.co.uk/maia-vulcano-kitchen-sink-worktop-universal-1-5-duo-bowl-180-x-60-x-2-8cm_p144132,1221.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/093c337b-4e9d-4986-b111-6669eb4a32e3.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6b49b4a2-b414-4e0b-9abb-d28f85ac9a33.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/87e18db6-8435-4ebb-809c-864510eb4949.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/76a5588d-4144-455d-a9ed-c5345815ab1b.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/0066056e-0b40-47b1-88ca-b4097d7ca6e0.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a8b1a9c5-73fa-4dd3-87a4-55303a129fe7.jpg",,144132
3618,Home->Bathrooms & Plumbing->Plumbing->Radiators->Designer radiators,Plumbing,Heating Style Vetro Soap 1380 x 500mm Glass Towel Warmer 1651B Mirror,These glass radiators combine elegant frameless design with innovative technology.,https://www.homebase.co.uk/heating-style-vetro-soap-1380-x-500mm-glass-towel-warmer-1651b-mirror_p496377,400.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a0068cbe-24a1-4123-8c5f-9e4fb2c4a5ab.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9448093f-804d-4894-aca1-520c8590274d.jpg",,496377
3619,Home->Bathrooms & Plumbing->Bathroom furniture suites->Nurture range,Bathroom furniture suites,Balterley Nurture 800mm Freestanding Cabinet With Basin 1 - Gloss White,This white gloss unit features a coco bolo open shelf which creates a beautiful contrast.,https://www.homebase.co.uk/balterley-nurture-800mm-freestanding-cabinet-with-basin-1-gloss-white_p503997,670.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ef6b5d99-f807-4125-8a91-305d06f40df5.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5b73e10c-2e11-4020-b718-58dfa84c82c7.jpg",,503997
3620,Home->Paint & Decorating->Paint->Interior paint->Emulsion paint->Neutral paint->Standard emulsion->2.5L,Paint,Crown Period Colours Breatheasy Lime Wash - Flat Matt Emulsion Paint - 2.5L,Crown Period Flat Matt Emulsion Paint offers a specially selected shade to give your home a stylish period look.,https://www.homebase.co.uk/crown-period-colours-breatheasy-lime-wash-flat-matt-emulsion-paint-2-5l_p852747,23.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b35e7361-85c2-406d-a60b-bb39a1a0f43e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a6463aa9-6685-48f2-a711-d329620ba991.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c8fae412-fed2-43d4-a739-2e48eb0968e0.jpg",,852747
3621,Home->Bathrooms & Plumbing->Plumbing->Radiators->Valves & accessories,Plumbing,Heating Style Period Cross Head Angled Radiator Valves Chrome,"A 1/2"" BSP x 15mm period cross head radiator valve.",https://www.homebase.co.uk/heating-style-period-cross-head-angled-radiator-valves-chrome_p496538,19.95,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c3071c81-2131-4933-b8d6-1c6d017dfe0b.jpg,,496538
3622,Home->Paint & Decorating->Paint->Interior paint->Metal and wood->Cream paint->Eggshell,Paint,Farrow & Ball Modern Eggshell Midsheen Paint Lime White No.1 - 2.5L,"Hardwearing mid sheen finish available in 132 colours. Use to update floors, stairs, skirting boards or to freshen up kitchen cupboards.  ",https://www.homebase.co.uk/farrow-ball-modern-eggshell-midsheen-paint-lime-white-no-1-2-5l_p485138,69.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7c47a74b-e021-4aaf-aa3f-4ba6c92692f0.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/350f0743-e51d-4bb3-92ef-b7db6c2fb28f.jpg",,485138
3623,Home->Bathrooms & Plumbing->Plumbing->Radiators->Heated towel rails->Chrome,Plumbing,Heating Style Upton Victorian Towel Warmer 1600 x 500mm Chrome,"Create a classic look with the new Upton radiator. Designed to combine functionality with beauty, creating the perfect finishing touch to any room.",https://www.homebase.co.uk/heating-style-upton-victorian-towel-warmer-1600-x-500mm-chrome_p496192,329.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/36605cf6-949e-4816-beab-8fb800dea622.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/59a8d503-790f-4c65-bcc2-531c8af378ce.jpg",,496192
3624,Home->Bathrooms & Plumbing->Bathroom furniture suites->Bianca range,Bathroom furniture suites,Balterley Bianca 600mmmm Mirror Cabinet - Gloss White,The gloss white finish allows you to co-ordinate with a range of ceramics and additional storage units.,https://www.homebase.co.uk/balterley-bianca-600mmmm-mirror-cabinet-gloss-white_p503499,80.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/45ed7051-6b75-4702-9cba-a0e1c4a600eb.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f81df3e5-3c1f-4539-a453-91fb8a93100d.jpg",,503499
3625,Home->Paint & Decorating->Paint->Exterior paint->Exterior gloss & satin->Eggshell->2.5L,Paint,Farrow & Ball Drop Cloth No 283 - Exterior Eggshell - 2.5L,"Exterior Eggshell finish is a durable, flexible mid-sheen finish - ideal for use on exterior softwood and hardwood window frames, cladding and garden furniture as well as on railings, gates, guttering and other metal surfaces.",https://www.homebase.co.uk/farrow-ball-drop-cloth-no-283-exterior-eggshell-2-5l_p351180,69.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/38d3c7e6-3bf5-4dea-8b3e-77d085379736.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7d17e692-75bd-4c22-8454-b6e7e612d7e6.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1969a6d5-5bfe-4127-9060-4c2d681709c2.jpg",,351180
3626,Home->Building & Hardware->Doors & door furniture->Interior doors->Feature,Doors & door furniture,Alcaraz Internal Prefinished Walnut Fire Door - 762 x 1981mm,"The rich character of walnut is celebrated by this stylish internal door. Framed by two vertical bars, it's look is modern, making it perfect for a contemporary setting. Prefinished for ease, this door is ready to hang, wherever you choose to fit it - you won't have to varnish or treat it, saving you time and effort. And its simplicity means that it will work in many rooms, too, from bedroom to living room. ",https://www.homebase.co.uk/alcaraz-internal-prefinished-walnut-fire-door-762-x-1981mm_p497208,280.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/80c58e30-9819-4a59-b527-191a505d17f2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a40c305b-aeb6-412e-9f79-ea0514150178.jpg",,497208
3627,Home->Paint & Decorating->Paint->Interior paint->Emulsion paint->Grey paint->Standard emulsion->2.5L,Paint,Farrow & Ball Modern No.91 Blue Gray - Emulsion Paint - 2.5L,"Farrow and Ball Modern Emulsion Paint is washable, stain and scuff resistant making it ideal for kitchens, bathrooms and high traffic areas.",https://www.homebase.co.uk/farrow-ball-modern-no-91-blue-gray-emulsion-paint-2-5l_p520038,46.5,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/0917c757-5cb9-47fd-a1b3-5994cac87555.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f1664dd1-d8d5-48a7-a65a-feb077d2e581.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/de326767-88c8-4573-95dc-5c442e734dfd.jpg",,520038
3628,Home->Paint & Decorating->Paint->Exterior paint->Exterior gloss & satin->Eggshell->2.5L,Paint,Farrow & Ball Eco No.211 Stony Ground - Exterior Eggshell Paint - 2.5L,Farrow & Ball Eco Exterior Eggshell Paint is a durable and flexible reduced solvent paint.,https://www.homebase.co.uk/farrow-ball-eco-no-211-stony-ground-exterior-eggshell-paint-2-5l_p189001,69.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/89e2d6f4-376a-4104-b285-d0dbb3a3d78f.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cf46655e-2b61-4e41-9c82-54d2fd6584b9.jpg",,189001
3629,Home->Paint & Decorating->Paint->Exterior paint->Exterior gloss & satin->Eggshell->750ml,Paint,Farrow & Ball Eco No.71 Pale Hound - Exterior Eggshell Paint - 750ml,Farrow & Ball Eco Exterior Eggshell Paint is a durable and flexible reduced solvent paint.,https://www.homebase.co.uk/farrow-ball-eco-no-71-pale-hound-exterior-eggshell-paint-750ml_p311924,28.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d8e35d4f-887d-4e23-b4a8-8ebd66ab11bd.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ec50cf09-971d-4add-9290-06c569c3457f.jpg",,311924
3630,Home->Bathrooms & Plumbing->Bathroom furniture suites->Rio range->Gloss grey->Freestanding,Bathroom furniture suites,Balterley Rio 500mm Basin With WC Unit - Gloss Grey,This sleek gloss grey finish compliments any modern bathroom and creates a designer look.,https://www.homebase.co.uk/balterley-rio-500mm-basin-with-wc-unit-gloss-grey_p503577,340.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e1a37403-f682-4c4a-8282-5463cae9d5cc.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6e82dff3-5760-4038-902b-33c831d01306.jpg",,503577
3631,Home->Paint & Decorating->Paint->Interior paint->Emulsion paint->Neutral paint->Standard emulsion->5L,Paint,Dulux Light and Space Coastal Glow - Matt Emulsion Paint - 5L,This Dulux Light and Space Matt Emulsion Paint is ideal for use in smaller rooms as the paint reflects twice as much light.,https://www.homebase.co.uk/dulux-light-and-space-coastal-glow-matt-emulsion-paint-5l_p619692,40.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/52e0ee0f-ad6f-4501-ae04-d5e7a7c632f7.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/85423b9d-f62c-4c05-b651-79e6c3dc40e2.jpg",,619692
